source_runtime_stage,family,cohort,variant_id,variant_group,program_name,selection_bucket,selection_reason,comparison_mode,max_steps,boundary_family,memory_operation_count,unique_address_count,hottest_address,strategy_id,control_class,implementation_state,runtime_mode,expected_behavior,profile_repeats,median_seconds,samples,ns_per_step,exact_trace_match,exact_final_state_match,first_mismatch_step,failure_reason,read_observation_count,memory_read_count,stack_read_count,exact,retrieval_seconds,non_retrieval_seconds,retrieval_share,ns_per_read,speedup_vs_imported_accelerated,speedup_vs_imported_linear
r19_d0_pointer_like_surface_generalization_gate,helper_checkpoint_braid_long,admitted,r17_admitted_surface,admitted_surface,bytecode_helper_checkpoint_braid_long_180_a312_s0,admitted_regression_gate,preserve every admitted R19 row as the no-regression comparator set,long_exact_final_state,10240,True,2168,6,312,linear_exact,exact_baseline,imported_r19_baseline,imported_r19_baseline,must_stay_exact,1,214.92698490002655,[],44888676.879704796,True,True,,,0,0,0,True,,,,,0.5914456137705627,1.0
r19_d0_pointer_like_surface_generalization_gate,helper_checkpoint_braid_long,admitted,r17_admitted_surface,admitted_surface,bytecode_helper_checkpoint_braid_long_180_a312_s0,admitted_regression_gate,preserve every admitted R19 row as the no-regression comparator set,long_exact_final_state,10240,True,2168,6,312,accelerated,exact_baseline,imported_r19_baseline,imported_r19_baseline,must_stay_exact,1,127.11762250005268,[127.11762250005268],26549211.04846547,True,True,,,4151,1262,2889,True,,,,,1.0,1.6907725354911944
r20_d0_runtime_mechanism_ablation_matrix,helper_checkpoint_braid_long,admitted,r17_admitted_surface,admitted_surface,bytecode_helper_checkpoint_braid_long_180_a312_s0,admitted_regression_gate,preserve every admitted R19 row as the no-regression comparator set,long_exact_final_state,10240,True,2168,6,312,pointer_like_exact,target_mechanism,implemented,measured_r20,must_stay_exact,1,0.1798314000479877,[0.1798314000479877],37558.77193984705,True,True,,,4151,1262,2889,True,0.0035426972899585962,0.1762887027580291,0.019700104036409847,853.4563454489512,706.8711163130108,1195.1582695940403
r20_d0_runtime_mechanism_ablation_matrix,helper_checkpoint_braid_long,admitted,r17_admitted_surface,admitted_surface,bytecode_helper_checkpoint_braid_long_180_a312_s0,admitted_regression_gate,preserve every admitted R19 row as the no-regression comparator set,long_exact_final_state,10240,True,2168,6,312,pointer_like_shuffled,negative_control,implemented,measured_r20,should_break_speed_or_exactness,1,0.2934770999709144,[0.2934770999709144],,False,False,,RuntimeError: Maximum step budget exceeded for program 'bytecode_helper_checkpoint_braid_long_180_a312_s0'.,0,0,0,False,0.019195199478417635,,,,,
r20_d0_runtime_mechanism_ablation_matrix,helper_checkpoint_braid_long,admitted,r17_admitted_surface,admitted_surface,bytecode_helper_checkpoint_braid_long_180_a312_s0,admitted_regression_gate,preserve every admitted R19 row as the no-regression comparator set,long_exact_final_state,10240,True,2168,6,312,address_oblivious_control,negative_control,implemented,measured_r20,should_break_speed_or_exactness,1,0.0009350000182166696,[0.0009350000182166696],,False,False,,ReplayMismatch: Memory read mismatch at step 12: 0 != 180,0,0,0,False,2.410018350929022e-05,,,,,
r19_d0_pointer_like_surface_generalization_gate,indirect_counter_bank,admitted,r17_admitted_surface,admitted_surface,bytecode_indirect_counter_bank_120_a32_b33,admitted_regression_gate,preserve every admitted R19 row as the no-regression comparator set,long_exact_final_state,5120,False,604,2,32,linear_exact,exact_baseline,imported_r19_baseline,imported_r19_baseline,must_stay_exact,1,42.69046690000687,[],22073664.374357224,True,True,,,0,0,0,True,,,,,0.7452692933652367,1.0
r19_d0_pointer_like_surface_generalization_gate,indirect_counter_bank,admitted,r17_admitted_surface,admitted_surface,bytecode_indirect_counter_bank_120_a32_b33,admitted_regression_gate,preserve every admitted R19 row as the no-regression comparator set,long_exact_final_state,5120,False,604,2,32,accelerated,exact_baseline,imported_r19_baseline,imported_r19_baseline,must_stay_exact,1,31.81589410000015,[31.81589410000015],16450824.250258608,True,True,,,1931,362,1569,True,,,,,1.0,1.34179686309701
r20_d0_runtime_mechanism_ablation_matrix,indirect_counter_bank,admitted,r17_admitted_surface,admitted_surface,bytecode_indirect_counter_bank_120_a32_b33,admitted_regression_gate,preserve every admitted R19 row as the no-regression comparator set,long_exact_final_state,5120,False,604,2,32,pointer_like_exact,target_mechanism,implemented,measured_r20,must_stay_exact,1,0.04667369998060167,[0.04667369998060167],24133.24714612289,True,True,,,1931,362,1569,True,0.0016937002073973417,0.04497999977320433,0.03628810675179535,877.1104129452832,681.6664227010788,914.657867658868
r20_d0_runtime_mechanism_ablation_matrix,indirect_counter_bank,admitted,r17_admitted_surface,admitted_surface,bytecode_indirect_counter_bank_120_a32_b33,admitted_regression_gate,preserve every admitted R19 row as the no-regression comparator set,long_exact_final_state,5120,False,604,2,32,pointer_like_shuffled,negative_control,implemented,measured_r20,should_break_speed_or_exactness,1,0.0010220000986009836,[0.0010220000986009836],,False,False,,RuntimeError: store_at address must be non-negative.,0,0,0,False,8.309981785714626e-05,,,,,
r20_d0_runtime_mechanism_ablation_matrix,indirect_counter_bank,admitted,r17_admitted_surface,admitted_surface,bytecode_indirect_counter_bank_120_a32_b33,admitted_regression_gate,preserve every admitted R19 row as the no-regression comparator set,long_exact_final_state,5120,False,604,2,32,address_oblivious_control,negative_control,implemented,measured_r20,should_break_speed_or_exactness,1,0.23546580004040152,[0.23546580004040152],,False,False,,RuntimeError: Maximum step budget exceeded for program 'bytecode_indirect_counter_bank_120_a32_b33'.,0,0,0,False,0.005368899670429528,,,,,
r19_d0_pointer_like_surface_generalization_gate,iterated_helper_accumulator,admitted,r17_admitted_surface,admitted_surface,bytecode_iterated_helper_accumulator_240_a144_b145,admitted_regression_gate,preserve every admitted R19 row as the no-regression comparator set,long_exact_final_state,10240,False,1444,2,144,linear_exact,exact_baseline,imported_r19_baseline,imported_r19_baseline,must_stay_exact,1,101.98216249991674,[],28249906.509672225,True,True,,,0,0,0,True,,,,,0.6478383854633892,1.0
r19_d0_pointer_like_surface_generalization_gate,iterated_helper_accumulator,admitted,r17_admitted_surface,admitted_surface,bytecode_iterated_helper_accumulator_240_a144_b145,admitted_regression_gate,preserve every admitted R19 row as the no-regression comparator set,long_exact_final_state,10240,False,1444,2,144,accelerated,exact_baseline,imported_r19_baseline,imported_r19_baseline,must_stay_exact,1,66.06795950001106,[66.06795950001106],18301373.822717745,True,True,,,3127,962,2165,True,,,,,1.0,1.5435948570486675
r20_d0_runtime_mechanism_ablation_matrix,iterated_helper_accumulator,admitted,r17_admitted_surface,admitted_surface,bytecode_iterated_helper_accumulator_240_a144_b145,admitted_regression_gate,preserve every admitted R19 row as the no-regression comparator set,long_exact_final_state,10240,False,1444,2,144,pointer_like_exact,target_mechanism,implemented,measured_r20,must_stay_exact,1,0.18662030005361885,[0.18662030005361885],51695.3739760717,True,True,,,3127,962,2165,True,0.0026118981186300516,0.1840084019349888,0.013995787799503128,835.2728233546695,354.0234341120914,546.4687521701321
r20_d0_runtime_mechanism_ablation_matrix,iterated_helper_accumulator,admitted,r17_admitted_surface,admitted_surface,bytecode_iterated_helper_accumulator_240_a144_b145,admitted_regression_gate,preserve every admitted R19 row as the no-regression comparator set,long_exact_final_state,10240,False,1444,2,144,pointer_like_shuffled,negative_control,implemented,measured_r20,should_break_speed_or_exactness,1,0.2661308000097051,[0.2661308000097051],,False,False,,RuntimeError: Maximum step budget exceeded for program 'bytecode_iterated_helper_accumulator_240_a144_b145'.,0,0,0,False,0.015785098890773952,,,,,
r20_d0_runtime_mechanism_ablation_matrix,iterated_helper_accumulator,admitted,r17_admitted_surface,admitted_surface,bytecode_iterated_helper_accumulator_240_a144_b145,admitted_regression_gate,preserve every admitted R19 row as the no-regression comparator set,long_exact_final_state,10240,False,1444,2,144,address_oblivious_control,negative_control,implemented,measured_r20,should_break_speed_or_exactness,1,0.0005041999975219369,[0.0005041999975219369],,False,False,,ReplayMismatch: Memory read mismatch at step 4: 0 != 240,0,0,0,False,1.8200022168457508e-05,,,,,
r19_d0_pointer_like_surface_generalization_gate,stack_memory_braid,admitted,r17_admitted_surface,admitted_surface,bytecode_stack_memory_braid_100_a112,admitted_regression_gate,preserve every admitted R19 row as the no-regression comparator set,long_exact_final_state,10240,False,1009,6,112,linear_exact,exact_baseline,imported_r19_baseline,imported_r19_baseline,must_stay_exact,1,27.691049300017767,[],14056370.203054704,True,True,,,0,0,0,True,,,,,0.7090306288955149,1.0
r19_d0_pointer_like_surface_generalization_gate,stack_memory_braid,admitted,r17_admitted_surface,admitted_surface,bytecode_stack_memory_braid_100_a112,admitted_regression_gate,preserve every admitted R19 row as the no-regression comparator set,long_exact_final_state,10240,False,1009,6,112,accelerated,exact_baseline,imported_r19_baseline,imported_r19_baseline,must_stay_exact,1,19.633802099968307,[19.633802099968307],9966397.005060054,True,True,,,2014,703,1311,True,,,,,1.0,1.410376307096549
r20_d0_runtime_mechanism_ablation_matrix,stack_memory_braid,admitted,r17_admitted_surface,admitted_surface,bytecode_stack_memory_braid_100_a112,admitted_regression_gate,preserve every admitted R19 row as the no-regression comparator set,long_exact_final_state,10240,False,1009,6,112,pointer_like_exact,target_mechanism,implemented,measured_r20,must_stay_exact,1,0.04610999999567866,[0.04610999999567866],23406.091368364803,True,True,,,2014,703,1311,True,0.0014687009388580918,0.04464129905682057,0.03185211318576742,729.2457491847526,425.803558920155,600.543250978376
r20_d0_runtime_mechanism_ablation_matrix,stack_memory_braid,admitted,r17_admitted_surface,admitted_surface,bytecode_stack_memory_braid_100_a112,admitted_regression_gate,preserve every admitted R19 row as the no-regression comparator set,long_exact_final_state,10240,False,1009,6,112,pointer_like_shuffled,negative_control,implemented,measured_r20,should_break_speed_or_exactness,1,0.0010531999869272113,[0.0010531999869272113],,False,False,,ReplayMismatch: Memory read mismatch at step 12: 0 != 100,0,0,0,False,5.070038605481386e-05,,,,,
r20_d0_runtime_mechanism_ablation_matrix,stack_memory_braid,admitted,r17_admitted_surface,admitted_surface,bytecode_stack_memory_braid_100_a112,admitted_regression_gate,preserve every admitted R19 row as the no-regression comparator set,long_exact_final_state,10240,False,1009,6,112,address_oblivious_control,negative_control,implemented,measured_r20,should_break_speed_or_exactness,1,0.00047069997526705265,[0.00047069997526705265],,False,False,,ReplayMismatch: Memory read mismatch at step 12: 0 != 100,0,0,0,False,1.8099904991686344e-05,,,,,
r19_d0_pointer_like_surface_generalization_gate,subroutine_braid,admitted,r17_admitted_surface,admitted_surface,bytecode_subroutine_braid_80_a96,admitted_regression_gate,preserve every admitted R19 row as the no-regression comparator set,medium_exact_trace,5120,False,647,4,96,linear_exact,exact_baseline,imported_r19_baseline,imported_r19_baseline,must_stay_exact,1,14.916807100060396,[],9464979.124403805,True,True,,,0,0,0,True,,,,,0.6698761425916612,1.0
r19_d0_pointer_like_surface_generalization_gate,subroutine_braid,admitted,r17_admitted_surface,admitted_surface,bytecode_subroutine_braid_80_a96,admitted_regression_gate,preserve every admitted R19 row as the no-regression comparator set,medium_exact_trace,5120,False,647,4,96,accelerated,exact_baseline,imported_r19_baseline,imported_r19_baseline,must_stay_exact,1,9.992413199972361,[9.992413199972361],6340363.705566219,True,True,,,1292,403,889,True,,,,,1.0,1.4928132775876057
r20_d0_runtime_mechanism_ablation_matrix,subroutine_braid,admitted,r17_admitted_surface,admitted_surface,bytecode_subroutine_braid_80_a96,admitted_regression_gate,preserve every admitted R19 row as the no-regression comparator set,medium_exact_trace,5120,False,647,4,96,pointer_like_exact,target_mechanism,implemented,measured_r20,must_stay_exact,1,0.03245629998855293,[0.03245629998855293],20594.0989775082,True,True,,,1292,403,889,True,0.001089999102987349,0.03136630088556558,0.03358359096298046,843.6525564917562,307.87283835485266,459.5966609047067
r20_d0_runtime_mechanism_ablation_matrix,subroutine_braid,admitted,r17_admitted_surface,admitted_surface,bytecode_subroutine_braid_80_a96,admitted_regression_gate,preserve every admitted R19 row as the no-regression comparator set,medium_exact_trace,5120,False,647,4,96,pointer_like_shuffled,negative_control,implemented,measured_r20,should_break_speed_or_exactness,1,0.2418353999964893,[0.2418353999964893],,False,False,,RuntimeError: Maximum step budget exceeded for program 'bytecode_subroutine_braid_80_a96'.,0,0,0,False,0.15509390213992447,,,,,
r20_d0_runtime_mechanism_ablation_matrix,subroutine_braid,admitted,r17_admitted_surface,admitted_surface,bytecode_subroutine_braid_80_a96,admitted_regression_gate,preserve every admitted R19 row as the no-regression comparator set,medium_exact_trace,5120,False,647,4,96,address_oblivious_control,negative_control,implemented,measured_r20,should_break_speed_or_exactness,1,0.00045359996147453785,[0.00045359996147453785],,False,False,,ReplayMismatch: Memory read mismatch at step 8: 0 != 80,0,0,0,False,1.5699886716902256e-05,,,,,
r19_d0_pointer_like_surface_generalization_gate,subroutine_braid_long,admitted,r17_admitted_surface,admitted_surface,bytecode_subroutine_braid_long_140_a176,admitted_regression_gate,preserve every admitted R19 row as the no-regression comparator set,long_exact_final_state,10240,False,1127,4,176,linear_exact,exact_baseline,imported_r19_baseline,imported_r19_baseline,must_stay_exact,1,66.79644990002271,[],24324999.963591665,True,True,,,0,0,0,True,,,,,0.4945588867284996,1.0
r19_d0_pointer_like_surface_generalization_gate,subroutine_braid_long,admitted,r17_admitted_surface,admitted_surface,bytecode_subroutine_braid_long_140_a176,admitted_regression_gate,preserve every admitted R19 row as the no-regression comparator set,long_exact_final_state,10240,False,1127,4,176,accelerated,exact_baseline,imported_r19_baseline,imported_r19_baseline,must_stay_exact,1,33.03477789997123,[33.03477789997123],12030144.901664687,True,True,,,2252,703,1549,True,,,,,1.0,2.0220039045602567
r20_d0_runtime_mechanism_ablation_matrix,subroutine_braid_long,admitted,r17_admitted_surface,admitted_surface,bytecode_subroutine_braid_long_140_a176,admitted_regression_gate,preserve every admitted R19 row as the no-regression comparator set,long_exact_final_state,10240,False,1127,4,176,pointer_like_exact,target_mechanism,implemented,measured_r20,must_stay_exact,1,0.04871670005377382,[0.04871670005377382],17740.968701301466,True,True,,,2252,703,1549,True,0.0016567010898143053,0.047059998963959515,0.034006841349796424,735.6576775374357,678.0996632265161,1371.120166725011
r20_d0_runtime_mechanism_ablation_matrix,subroutine_braid_long,admitted,r17_admitted_surface,admitted_surface,bytecode_subroutine_braid_long_140_a176,admitted_regression_gate,preserve every admitted R19 row as the no-regression comparator set,long_exact_final_state,10240,False,1127,4,176,pointer_like_shuffled,negative_control,implemented,measured_r20,should_break_speed_or_exactness,1,0.2547467000549659,[0.2547467000549659],,False,False,,RuntimeError: Maximum step budget exceeded for program 'bytecode_subroutine_braid_long_140_a176'.,0,0,0,False,0.016252099885605276,,,,,
r20_d0_runtime_mechanism_ablation_matrix,subroutine_braid_long,admitted,r17_admitted_surface,admitted_surface,bytecode_subroutine_braid_long_140_a176,admitted_regression_gate,preserve every admitted R19 row as the no-regression comparator set,long_exact_final_state,10240,False,1127,4,176,address_oblivious_control,negative_control,implemented,measured_r20,should_break_speed_or_exactness,1,0.0004295000107958913,[0.0004295000107958913],,False,False,,ReplayMismatch: Memory read mismatch at step 8: 0 != 140,0,0,0,False,1.6299891285598278e-05,,,,,
r19_d0_pointer_like_surface_generalization_gate,checkpoint_replay_long,heldout,address_shift_plus_16,address_equivalent,bytecode_checkpoint_replay_long_100_a144,heldout_family_focus,select the exact heldout row with the lowest pointer-like speedup for this family,long_exact_final_state,12800,False,1313,9,144,linear_exact,exact_baseline,imported_r19_baseline,imported_r19_baseline,must_stay_exact,1,0.0,[],,True,True,,,0,0,0,True,,,,,,
r19_d0_pointer_like_surface_generalization_gate,checkpoint_replay_long,heldout,address_shift_plus_16,address_equivalent,bytecode_checkpoint_replay_long_100_a144,heldout_family_focus,select the exact heldout row with the lowest pointer-like speedup for this family,long_exact_final_state,12800,False,1313,9,144,accelerated,exact_baseline,imported_r19_baseline,imported_r19_baseline,must_stay_exact,1,53.62941779999528,[53.62941779999528],17155923.80038237,True,True,,,3084,904,2180,True,,,,,1.0,
r20_d0_runtime_mechanism_ablation_matrix,checkpoint_replay_long,heldout,address_shift_plus_16,address_equivalent,bytecode_checkpoint_replay_long_100_a144,heldout_family_focus,select the exact heldout row with the lowest pointer-like speedup for this family,long_exact_final_state,12800,False,1313,9,144,pointer_like_exact,target_mechanism,implemented,measured_r20,must_stay_exact,1,0.16695830004755408,[0.16695830004755408],53409.56495443189,True,True,,,3084,904,2180,True,0.002158800605684519,0.16479949944186956,0.012930178404246068,700.0001963957584,321.2144456712857,
r20_d0_runtime_mechanism_ablation_matrix,checkpoint_replay_long,heldout,address_shift_plus_16,address_equivalent,bytecode_checkpoint_replay_long_100_a144,heldout_family_focus,select the exact heldout row with the lowest pointer-like speedup for this family,long_exact_final_state,12800,False,1313,9,144,pointer_like_shuffled,negative_control,implemented,measured_r20,should_break_speed_or_exactness,1,0.0006415999960154295,[0.0006415999960154295],,False,False,,ReplayMismatch: Memory read mismatch at step 18: 0 != 100,0,0,0,False,4.090007860213518e-05,,,,,
r20_d0_runtime_mechanism_ablation_matrix,checkpoint_replay_long,heldout,address_shift_plus_16,address_equivalent,bytecode_checkpoint_replay_long_100_a144,heldout_family_focus,select the exact heldout row with the lowest pointer-like speedup for this family,long_exact_final_state,12800,False,1313,9,144,address_oblivious_control,negative_control,implemented,measured_r20,should_break_speed_or_exactness,1,0.0007439999608322978,[0.0007439999608322978],,False,False,,ReplayMismatch: Memory read mismatch at step 18: 0 != 100,0,0,0,False,2.389994915574789e-05,,,,,
r19_d0_pointer_like_surface_generalization_gate,helper_checkpoint_braid,heldout,address_shift_plus_16,address_equivalent,bytecode_helper_checkpoint_braid_60_a296_s0,heldout_family_focus,select the exact heldout row with the lowest pointer-like speedup for this family,medium_exact_trace,2560,False,728,6,296,linear_exact,exact_baseline,imported_r19_baseline,imported_r19_baseline,must_stay_exact,1,0.0,[],,True,True,,,0,0,0,True,,,,,,
r19_d0_pointer_like_surface_generalization_gate,helper_checkpoint_braid,heldout,address_shift_plus_16,address_equivalent,bytecode_helper_checkpoint_braid_60_a296_s0,heldout_family_focus,select the exact heldout row with the lowest pointer-like speedup for this family,medium_exact_trace,2560,False,728,6,296,accelerated,exact_baseline,imported_r19_baseline,imported_r19_baseline,must_stay_exact,1,13.442920200061053,[13.442920200061053],8360025.000037968,True,True,,,1391,422,969,True,,,,,1.0,
r20_d0_runtime_mechanism_ablation_matrix,helper_checkpoint_braid,heldout,address_shift_plus_16,address_equivalent,bytecode_helper_checkpoint_braid_60_a296_s0,heldout_family_focus,select the exact heldout row with the lowest pointer-like speedup for this family,medium_exact_trace,2560,False,728,6,296,pointer_like_exact,target_mechanism,implemented,measured_r20,must_stay_exact,1,0.03180540003813803,[0.03180540003813803],19779.47763565798,True,True,,,1391,422,969,True,0.0011252008844166994,0.030680199153721333,0.03537766803962424,808.9150858495323,422.6615663988371,
r20_d0_runtime_mechanism_ablation_matrix,helper_checkpoint_braid,heldout,address_shift_plus_16,address_equivalent,bytecode_helper_checkpoint_braid_60_a296_s0,heldout_family_focus,select the exact heldout row with the lowest pointer-like speedup for this family,medium_exact_trace,2560,False,728,6,296,pointer_like_shuffled,negative_control,implemented,measured_r20,should_break_speed_or_exactness,1,0.0522701001027599,[0.0522701001027599],,False,False,,RuntimeError: Maximum step budget exceeded for program 'bytecode_helper_checkpoint_braid_60_a296_s0'.,0,0,0,False,0.004974997136741877,,,,,
r20_d0_runtime_mechanism_ablation_matrix,helper_checkpoint_braid,heldout,address_shift_plus_16,address_equivalent,bytecode_helper_checkpoint_braid_60_a296_s0,heldout_family_focus,select the exact heldout row with the lowest pointer-like speedup for this family,medium_exact_trace,2560,False,728,6,296,address_oblivious_control,negative_control,implemented,measured_r20,should_break_speed_or_exactness,1,0.00045329995919018984,[0.00045329995919018984],,False,False,,ReplayMismatch: Memory read mismatch at step 12: 0 != 60,0,0,0,False,1.570011954754591e-05,,,,,
r19_d0_pointer_like_surface_generalization_gate,helper_checkpoint_braid_long,heldout,selector_seed_flip,seed_equivalent,bytecode_helper_checkpoint_braid_long_180_a312_s1,heldout_family_focus,select the exact heldout row with the lowest pointer-like speedup for this family,long_exact_final_state,10240,True,2168,6,312,linear_exact,exact_baseline,imported_r19_baseline,imported_r19_baseline,must_stay_exact,1,0.0,[],,True,True,,,0,0,0,True,,,,,,
r19_d0_pointer_like_surface_generalization_gate,helper_checkpoint_braid_long,heldout,selector_seed_flip,seed_equivalent,bytecode_helper_checkpoint_braid_long_180_a312_s1,heldout_family_focus,select the exact heldout row with the lowest pointer-like speedup for this family,long_exact_final_state,10240,True,2168,6,312,accelerated,exact_baseline,imported_r19_baseline,imported_r19_baseline,must_stay_exact,1,105.97924490005244,[105.97924490005244],22134345.217220645,True,True,,,4151,1262,2889,True,,,,,1.0,
r20_d0_runtime_mechanism_ablation_matrix,helper_checkpoint_braid_long,heldout,selector_seed_flip,seed_equivalent,bytecode_helper_checkpoint_braid_long_180_a312_s1,heldout_family_focus,select the exact heldout row with the lowest pointer-like speedup for this family,long_exact_final_state,10240,True,2168,6,312,pointer_like_exact,target_mechanism,implemented,measured_r20,must_stay_exact,1,0.10519260005094111,[0.10519260005094111],21970.05013595261,True,True,,,4151,1262,2889,True,0.003547401400282979,0.10164519865065813,0.03372291775814169,854.5895929373595,1007.4781386592822,
r20_d0_runtime_mechanism_ablation_matrix,helper_checkpoint_braid_long,heldout,selector_seed_flip,seed_equivalent,bytecode_helper_checkpoint_braid_long_180_a312_s1,heldout_family_focus,select the exact heldout row with the lowest pointer-like speedup for this family,long_exact_final_state,10240,True,2168,6,312,pointer_like_shuffled,negative_control,implemented,measured_r20,should_break_speed_or_exactness,1,0.2897940999828279,[0.2897940999828279],,False,False,,RuntimeError: Maximum step budget exceeded for program 'bytecode_helper_checkpoint_braid_long_180_a312_s1'.,0,0,0,False,0.02026069862768054,,,,,
r20_d0_runtime_mechanism_ablation_matrix,helper_checkpoint_braid_long,heldout,selector_seed_flip,seed_equivalent,bytecode_helper_checkpoint_braid_long_180_a312_s1,heldout_family_focus,select the exact heldout row with the lowest pointer-like speedup for this family,long_exact_final_state,10240,True,2168,6,312,address_oblivious_control,negative_control,implemented,measured_r20,should_break_speed_or_exactness,1,0.0006171999266371131,[0.0006171999266371131],,False,False,,ReplayMismatch: Memory read mismatch at step 12: 0 != 180,0,0,0,False,2.089992631226778e-05,,,,,
